sinav_turu;alt_sinav;ders;konu;soru_metni;a_sikki;b_sikki;c_sikki;d_sikki;e_sikki;dogru_cevap;zorluk_seviyesi
YKS;AYT;Biyoloji;Dolaşım Sitemi;İnsanda kalbin kasılması olayına sistol , gevşemesi olayına ise ne ad verilir?;Diastol;Nabız;Tansiyon;Anemi;Lökosit;A;Kolay
YKS;AYT;Biyoloji;Üriner Sistem;Sağlıklı bir insanda böbreklerde süzülen sıvının içindeki hangi maddenin idrarda çıkması beklenmez?;Üre;Su;Glikoz;Tuz;Amonyak;C;Orta
YKS;AYT;Türk Dili ve Edebiyatı;Fecr-i Ati Edebiyatı;Fecr-i Ati topluluğunun yayın organı olan ve bu topluluğun beyannamesinin basıldığı ünlü dergi hangisidir?;Servet-i Fünun;Genç Kalemler;Tercüman-ı Ahval;Yaprak;Hürriyet;A;Orta
LGS;Sayısal Bölüm;Fen Bilimleri;Periyodik Sistem;Periyodik sistemde sol tarafta yer alan ve mat görünümlü , elektrik iletmeyen element sınıfı hangisidir?;Metaller;Ametaller;Yarı metaller;Soygazlar;;B;Kolay
LGS;Sayısal Bölüm;Fen Bilimleri;Asitler ve Bazlar;Asit yağmurlarının oluşmasına neden olan temel gaz aşağıdakilerden hangisidir?;Karbondioksit;Kükürtdioksit;Oksijen;Azot;;B;Orta
LGS;Sayısal Bölüm;Matematik;Üslü İfadeler;5^0 ifadesinin değeri aşağıdakilerden hangisine eşittir?;0;1;5;25;;B;Kolay
LGS;Sayısal Bölüm;Matematik;Köklü İfadeler;Kök 200 sayısı aşağıdakilerden hangisine eşittir?;10 Kök 2;2 Kök 10;5 Kök 8;4 Kök 5;;A;Kolay
LGS;Sözel Bölüm;Türkçe;Sözcükte Anlam;Aşağıdaki cümlelerin hangisinde "derin" sözcüğü mecaz anlamda kullanılmıştır?;Havuzun derin yerinde yüzmek tehlikelidir;Bu konuda oldukça derin bir bilgiye sahipti;Bahçeye derin bir kuyu kazmaya başladılar;Yaranın çok derin olduğunu söyledi hekim;;B;Kolay
LGS;Sözel Bölüm;Türkçe;Cümle Bilgisi;Aşağıdaki cümlelerin hangisinde "neden-sonuç" ilişkisi vardır?;Kar yağınca okullar iki gün tatil edildi;Sınavı geçmek için durmadan çalışıyor;Ödevini yapmak üzere odasına çekildi;Kitap okumayı çok sevdiğini belirtti;;A;Kolay
LGS;Sözel Bölüm;T.C. İnkılap Tarihi;Milli Mücadele;Mustafa Kemal Atatürk'ün askeri dehasını kanıtladığı ve "Anafartalar Kahramanı" unvanını aldığı cephe hangisidir?;Kafkas Cephesi;Çanakkale Cephesi;Suriye Cephesi;Trablusgarp Cephesi;;B;Kolay
LGS;Sözel Bölüm;Din Kültürü ve Ahlak Bilgisi;Zekat ve Sadaka;İslam dininde gücü yetenlerin Ramazan ayında bayramdan önce vermekle yükümlü olduğu vacip sadakaya ne ad verilir?;Zekat;Fitre (Fıtır Sadakası);Sadaka-i Cariye;Fidye;;B;Kolay
LGS;Sözel Bölüm;İngilizce;Global Impacts;Which ecological problem is directly related to "increasing Earth's temperature"?;Global warming;Deforestation;Water shortage;Air pollution;;A;Kolay
LGS;Sözel Bölüm;Türkçe;Yazım Kuralları;Aşağıdaki cümlelerin hangisinde bir yazım yanlışı yapılmıştır?;Bugün herkes kendi işine odaklanmalı;Laboratuvardaki deney başarıyla bitti;Bir çok insan bu konuda tamamen sessiz;Sürpriz bir parti hazırladık arkadaşımıza;;C;Orta
KPSS;Genel Yetenek;Türkçe;Sözcük Türleri;Aşağıdaki cümlelerin hangisinde altı çizili sözcük "zamir (adıl)" görevinde kullanılmıştır?;Bu kitabı dün akşam kütüphaneden aldım;Bazı insanlar bu konuda çok hassastır;Soruların birçoğunu doğru cevapladı;Güzel günler yakında gelecektir;Hızlı adımlarla içeriye girdi;C;Orta
KPSS;Genel Yetenek;Matematik;Köklü Sayılar;Kök 288 bölü Kök 2 işleminin sonucu kaçtır?;12;14;16;18;24;A;Kolay
KPSS;Genel Yetenek;Matematik;Yüzde Problemleri;Etiket fiyatı 200 TL olan bir ürüne yüzde 20 indirim yapılırsa yeni satış fiyatı kaç TL olur?;140;150;160;170;180;C;Kolay
KPSS;Genel Kültür;Tarih;Osmanlı Yenileşme Dönemi;Osmanlı Devleti'nde Batılı anlamda ilk askeri ıslahatların yapıldığı dönem hangisidir?;Lale Devri;I. Mahmud Dönemi;III. Selim Dönemi;II. Mahmud Dönemi;Tanzimat Dönemi;B;Orta
KPSS;Genel Kültür;Tarih;İnkılap Tarihi;Cumhuriyetin ilanından sonra kurulan Türkiye Cumhuriyeti'nin ilk Başbakanı kimdir?;Mustafa Kemal Atatürk;İsmet İnönü;Fethi Okyar;Celal Bayar;Adnan Menderes;B;Kolay
KPSS;Genel Kültür;Coğrafya;Türkiye'nin Madenleri;Türkiye'de rezervi en zengin olan ve dünyada ilk sırada yer aldığımız enerji/maden kaynağı hangisidir?;Bor mineralleri;Linyit;Taş kömürü;Demir;Bakır;A;Kolay
KPSS;Genel Kültür;Coğrafya;Türkiye'de Sanayi;Türkiye'de ham maddesine yakınlık nedeniyle unlu mamuller ve şeker sanayisinin en geliştiği coğrafi bölge hangisidir?;İç Anadolu Bölgesi;Marmara Bölgesi;Ege Bölgesi;Karadeniz Bölgesi;Akdeniz Bölgesi;A;Kolay
KPSS;Genel Kültür;Vatandaşlık;Anayasa Hukuku;1982 Anayasası'na göre genel seçimlerde oy kullanabilmek için en az kaç yaşını doldurmuş olmak gerekir?;18;20;21;25;30;A;Kolay
KPSS;Genel Kültür;Vatandaşlık;İdare Hukuku;Türkiye'de merkeze yardımcı kuruluşlar arasında yer alan ve hükümete danışmanlık yapan en üst inceleme mercii hangisidir?;Danıştay;Sayıştay;Yargıtay;Anayasa Mahkemesi;Kamu Denetçiliği Kurumu;A;Orta
KPSS;Genel Kültür;Vatandaşlık;Genel Kültür;Cumhuriyet döneminin en önemli mimari yapılarından olan ve Mustafa Kemal Atatürk'ün kabrinin bulunduğu "Anıtkabir" hangi ilimizdedir?;İstanbul;Selanik;Ankara;İzmir;Bursa;C;Kolay
