sinav_turu;alt_sinav;ders;konu;soru_metni;a_sikki;b_sikki;c_sikki;d_sikki;e_sikki;dogru_cevap;zorluk_seviyesi
YKS;AYT;Matematik;Karmaşık Sayılar;z = 3 - 2i karmaşık sayısının gerçek (reel) kısmı kaçtır?;3;-2;2;3i;-2i;A;Kolay
YKS;AYT;Matematik;Limit ve Süreklilik;Bir fonksiyonun bir x=a noktasında sürekli olabilmesi için aşağıdakilerden hangisi kesinlikle gereklidir?;O noktada tanımlı olması;Sağdan ve soldan limitlerinin eşit olması;Limit değerinin o noktadaki görüntüsüne eşit olması;Fonksiyonun türevli olması;Fonksiyonun artan olması;C;Orta
YKS;AYT;Matematik;Geometri;Bir çemberde merkez açının ölçüsü, gördüğü yayın ölçüsüne göre nasıldır?;Yarısı kadardır;İki katıdır;Eşittir;Karesi kadardır;Bağımsızdır;C;Kolay
YKS;AYT;Fizik;Çembersel Hareket;Çembersel hareket yapan bir cismin merkeze doğru olan ivmesine ne ad verilir?;Çizgisel ivme;Açısal ivme;Merkezcil ivme;Yerçekimi ivmesi;Ortalama ivme;C;Kolay
YKS;AYT;Fizik;Kepler Kanunları;Gezegenlerin Güneş etrafındaki yörüngelerinin elips şeklinde olduğunu belirten Kepler Kanunu hangisidir?;Yörüngeler Kanunu;Alanlar Kanunu;Periyotlar Kanunu;Kütleçekim Kanunu;Eylemsizlik Kanunu;A;Kolay
YKS;AYT;Kimya;Çözeltiler;1 litre çözeltide çözünmüş olan maddenin mol sayısına ne ad verilir?;Molarite;Monalite;Kütlece yüzde;Hacimce yüzde;Ppm;A;Kolay
YKS;AYT;Kimya;Kimyasal Tepkimelerde Hız;Bir kimyasal tepkimenin aktivasyon enerjisini düşürerek tepkimeyi hızlandıran maddelere ne ad verilir?;İnhibitör;Katalizör;Ürün;Reaktif;Solvent;B;Kolay
YKS;AYT;Biyoloji;İnsanda Üreme Sistemi;Erkek üreme sisteminde sperm hücrelerinin üretildiği (spermatogenezin gerçekleştiği) yapı hangisidir?;Seminifer tüpçükler;Epididimis;Vas deferens;Prostat bezi;Üretra;A;Orta
YKS;AYT;Biyoloji;Bitki Biyolojisi;Bitkilerde fotosentezin ışığan bağımsız reaksiyonlarının (Calvin Döngüsü) gerçekleştiği kloroplast bölümü hangisidir?;Granum;Tilakoit zar;Stroma;Krista;Matriks;C;Orta
YKS;AYT;Türk Dili ve Edebiyatı;Tanzimat Dönemi;Edebiyatımızda ilk batılı anlamda tiyatro eseri kabul edilen "Şair Evlenmesi" adlı eserin yazarı kimdir?;Namık Kemal;Şinasi;Ziya Paşa;Ahmet Mithat Efendi;Abdülhak Hamit Tarhan;B;Kolay
LGS;Sayısal Bölüm;Fen Bilimleri;Kalıtım;Siyah saç geninin sarı saç genine baskın olduğu bilinmektedir. Heterozigot (Melez) iki siyah saçlı ebeveynin çocuklarının sarı saçlı olma olasılığı kaçtır?;%25;%50;%75;%100;;A;Orta
LGS;Sayısal Bölüm;Fen Bilimleri;Madde ve Endüstri;Fabrika bacalarından çıkan SO2 ve NO2 gazlarının atmosferdeki su buharıyla birleşmesi sonucu oluşan çevre sorunu hangisidir?;Küresel ısınma;Asit yağmurları;Ozon tabakasının delinmesi;Sera etkisi;;B;Kolay
LGS;Sayısal Bölüm;Matematik;Kareköklü İfadeler;Kök 144 + Kök 25 işleminin sonucu aşağıdakilerden hangisine eşittir?;13;17;24;169;;B;Kolay
LGS;Sayısal Bölüm;Matematik;Çarpanlar ve Katlar;Aralarında asal iki sayının en küçük ortak katı (EKOK) aşağıdakilerden hangisine eşittir?;1;Sayıların toplamına;Sayıların çarpımına;Sayıların farkına;;C;Kolay
LGS;Sözel Bölüm;Türkçe;Fiilde Çatı;Aşağıdaki cümlelerin hangisinde yüklem "geçişli" bir fiildir? (Nesne alabilen);Ali dün akşam erkenden uyudu;Kitap okumayı çok seviyorum;Hızlı adımlarla içeriye girdi;Ağacın dalları rüzgarda sallandı;;B;Orta
LGS;Sözel Bölüm;Türkçe;Cümlede Anlam;Aşağıdaki cümlelerin hangisinde bir "karşılaştırma" söz konusudur?;Sınav soruları geçen yıla göre daha kolaydı;Yarın sabah erkenden yola çıkacağız;Ödevlerimi bitirmek için çok çalıştım;Kar yağdığı için yollar tamamen kapandı;;A;Kolay
LGS;Sözel Bölüm;T.C. İnkılap Tarihi;Milli Mücadele;Milli Mücadele Dönemi'nde Batı Cephesi'nde kazanılan Sakarya Meydan Muharebesi'nin sonucunda imzalanan antlaşma hangisidir?;Ankara Antlaşması;Gümrü Antlaşması;Moskova Antlaşması;Mondros Antlaşması;;A;Orta
LGS;Sözel Bölüm;Din Kültürü ve Ahlak Bilgisi;Zekat ve Sadaka;Zekat ibadeti ile ilgili aşağıda verilen bilgilerden hangisi yanlıştır?;Yılda bir kez yerine getirilir;Nisap miktarı mala sahip zenginler verir;Sadece Ramazan ayında verilmesi farzdır;Malın temizlenmesini ve bereketlenmesini sağlar;;C;Kolay
LGS;Sözel Bölüm;İngilizce;Tourism;Which keyword is related to "historical places that tourists visit"?;All-inclusive;Ancient ruins;Souvenir;Cruise ship;;B;Kolay
LGS;Sözel Bölüm;Türkçe;Noktalama İşaretleri;Cümle içinde açıklama yapılacak veya örnek verilecek sözün sonuna hangi noktalama işareti konur?;İki nokta;Noktalı virgül;Üç nokta;Soru işareti;;A;Kolay
KPSS;Genel Yetenek;Türkçe;Sözcükte Anlam;Aşağıdaki cümlelerin hangisinde "hafif" sözcüğü mecaz anlamda kullanılmıştır?;Pazardan aldığı poşetler oldukça hafifti;Bu olay karşısında çok hafif bir ceza aldı;Masanın üzerindeki hafif kutuyu kenara çekti;Hafif bir yürüyüşün ardından eve döndü;Kuş tüyü yastık çok hafifti;B;Kolay
KPSS;Genel Yetenek;Matematik;Sayı Problemleri;Bir sınıftaki öğrenciler sıralara ikişerli oturduğunda 4 öğrenci ayakta kalıyor. Sınıfta 12 sıra olduğuna göre toplam öğrenci sayısı kaçtır?;24;26;28;30;32;C;Kolay
KPSS;Genel Yetenek;Matematik;Bölme Bölünebilme;Beş basamaklı 23A45 sayısı 9 ile kalansız bölünebildiğine göre A yerine hangi rakam gelmelidir?;1;2;3;4;5;C;Kolay
KPSS;Genel Kültür;Tarih;Kurtuluş Savaşı;Kurtuluş Savaşı Muharebeler Dönemi'nde askeri safhayı bitiren ve diplomatik dönemi başlatan ateşkes antlaşması hangisidir?;Mondros Ateşkesi;Mudanya Ateşkes Antlaşması;Sevr Antlaşması;Moskova Antlaşması;Ankara Antlaşması;B;Kolay
KPSS;Genel Kültür;Tarih;Çağdaş Türk Tarihi;II. Dünya Savaşı sırasında Türkiye'nin savaşa girmemesine rağmen uyguladığı ekonomik tedbirlerden biri hangisidir?;Varlık Vergisi Kanunu;Aşar Vergisinin Kaldırılması;Teşvik-i Sanayi Kanunu;Kabotaj Kanunu;Beş Yıllık Sanayi Planı;A;Orta
KPSS;Genel Kültür;Coğrafya;Türkiye'nin Toprak Tipleri;Türkiye'de özellikle Doğu Karadeniz gibi yağışın fazla, yıkanmanın çok olduğu yerlerde görülen asidik toprak tipi hangisidir?;Podzol topraklar;Podzollu/Kahverengi orman toprakları;Laterit benzeri topraklar;Terro Rossa;Çernezyom;B;Orta
KPSS;Genel Kültür;Coğrafya;Türkiye'de Nüfus;Türkiye'de iklim şartlarının elverişli olmasına rağmen engebeli ve dağlık arazi yapısı nedeniyle seyrek nüfuslanmış yer hangisidir?;Menteşe Yöresi;Çatalca-Kocaeli;Çukurova;Gaziantep Platosu;Kıyı Ege;A;Kolay
KPSS;Genel Kültür;Vatandaşlık;İdare Hukuku;Aşağıdakilerden hangisi doğrudan cumhurbaşkanına bağlı olan ve idari denetim yapan bir üst kuruldur?;Devlet Denetleme Kurulu (DDK);Sayıştay;Danıştay;Yargıtay;Kamu Kamu Denetçiliği Kurumu;A;Kolay
KPSS;Genel Kültür;Vatandaşlık;Anayasa Hukuku;1982 Anayasası'na göre milletvekili seçilebilmek için en az kaç yaşını doldurmuş olmak gerekir?;18;21;25;30;35;A;Kolay
KPSS;Genel Kültür;Vatandaşlık;Güncel Bilgiler;2026 yılı itibarıyla Türkiye Cumhuriyeti'nin güncel nüfusu yaklaşık olarak kaç milyondur?;75;80;85;90;95;C;Kolay
